Degerlendirme Puani,Basvuru Yili,Dogum Tarihi,Burslu ise Burs Yuzdesi,Stk Projesine Katildiniz Mi?,id,Dogum Yeri,Ikametgah Sehri,Universite Kacinci Sinif,Lise Adi,Lise Adi Diger,Lise Sehir,Lise Bolum Diger,Burs Aldigi Baska Kurum,Baska Kurumdan Aldigi Burs Miktari,Uye Oldugunuz Kulubun Ismi,Hangi STK'nin Uyesisiniz?,Girisimcilikle Ilgili Deneyiminizi Aciklayabilir misiniz?,Ingilizce Seviyeniz?,"Daha Önceden Mezun Olunduysa, Mezun Olunan Üniversite",Degerlendirme Puani (1),Degerlendirme Puani (error),Selected,Cinsiyet,Universite Adi,Universite Turu,Burs Aliyor mu?,Bölüm,Universite Not Ortalamasi,Daha Once Baska Bir Universiteden Mezun Olmus,Lise Turu,Lise Bolumu,Lise Mezuniyet Notu,Baska Bir Kurumdan Burs Aliyor mu?,Anne Egitim Durumu,Anne Calisma Durumu,Anne Sektor,Baba Egitim Durumu,Baba Calisma Durumu,Baba Sektor,Kardes Sayisi,Girisimcilik Kulupleri Tarzi Bir Kulube Uye misiniz?,Profesyonel Bir Spor Daliyla Mesgul musunuz?,Spor Dalindaki Rolunuz Nedir?,Aktif olarak bir STK üyesi misiniz?,Girisimcilikle Ilgili Deneyiminiz Var Mi?,Ingilizce Biliyor musunuz?,Basvuru Yasi
53.0,2017,1995.0,,Evet,29232,Bursa,Istanbul,,Bursa Ataturk Anadolu Lisesi,,Bursa,,KYK,,YTU Kalite ve Verimlilik Kulubu,,,Orta,,49.5527,3.44732,No,Erkek,30 - 35,Devlet,Hayir,40 - 45,2.50 - 2.99,,Devlet,Sayisal,84-70,Evet,Ilkokul,Hayir,,Ortaokul,Hayir,,1.0,Evet,Hayir,,Evet,Evet,Evet,22.0
67.0,2014,1992.0,0.0,Evet,14372,Istanbul,Istanbul,,YIL DMO Anadolu Bilgisayar Teknik Lisesi,,Istanbul,,,,IEEE/TurkishWIN/Genc Futuristler,Erkeklik Istisnai Bir Durumdur Toplumsal Cinsiyet Temali Fotograf Sergisi- Gebze/Kocaeli Koordinatoru bilgi:http://www.erkeklikistisnaibirdurumdur.com/e304bd-12.html +2.Kadinlarla Toplumsal Cinsiyet Egitimi,Kendi projelerim icin saha arastirmasi gibi deneyimler oldu. Etohum Girisim Fabrikasi Yaz Kampina katildim.Ardindan Girisim Fabrikasinda iyibilir.com da Girisimcilik Staji yaptim. Insan odakli sistem tasarimi yapmak uzerine UX konusuna egildim. Userspots dan bi UX egitimi aldim. Ustune bi startupin projesi uzerine bir staj yaptim. Su an computer vision alaninda arge ayagi olan bi startup da staj yapmaktayim,,,56.632,10.368,No,Kadin,25 - 30,Devlet,Hayir,30 - 35,2.50 - 2.99,Hayir,Devlet,Diger,75 - 100,Hayir,Ilkokul,Hayir,,Ilkokul,Emekli,,1.0,Evet,Hayir,,Evet,Evet,,22.0
12.0,2021,2000.0,,,49129,Mardin,Mardin,,Ipekyolu Anadolu lisesi,,Mardin,,Kyk,ve uzeri,,,,,,16.0643,4.06434,No,Kadin,20 - 25,Devlet,Hayir,25 - 30,3.50 - 4.00,,Diğer,Esit Agirlik,50 - 74,Evet,Egitimi yok,,,Ilkokul,,,4.0,Hayir,Hayir,,,,Hayir,21.0
18.0,2014,1994.0,0.0,Hayir,14320,Mersin,Antalya,,Yil Cumhuriyet Lisesi,,Antalya,,,,,,,,,18.5219,0.521905,No,Kadin,25 - 30,Devlet,Hayir,35 - 40,,Hayir,Devlet,Diger,75 - 100,Hayir,Ilkokul,Hayir,,Lise,Evet,Ozel Sektor,1.0,Hayir,Hayir,,Hayir,Hayir,,20.0
56.0,2016,1997.0,,Evet,25576,Eskisehir,Eskisehir,,affan anadolu lisesi,,Trabzon,,,,iletisim kulubu,,,,,58.2623,2.26228,No,Kadin,45 - 50,Devlet,Hayir,Diğer,Hazırlığım,Hayir,Devlet,Esit Agirlik,,Hayir,Universite,Evet,Kamu,Universite,Evet,Kamu,1.0,Evet,Hayir,,Hayir,Hayir,Hayir,19.0
25.0,2021,2001.0,100.0,,4600,Ankara,Burdur,,Tobb anadolu lisesi,,Burdur,,,,,,,,,28.0598,3.05982,No,Erkek,20 - 25,Devlet,Evet,35 - 40,3.00 - 3.49,,Diğer,Sayisal,75 - 100,Hayir,Ilkokul,,,Lise,,,2.0,Hayir,Evet,Diger,,,Evet,20.0
12.0,2021,2001.0,,,52202,Sanliurfa,Mersin,,Icel Anadolu Lisesi,,Mersin,,,ve uzeri,,,,,,24.3677,12.3677,No,Kadin,25 - 30,Devlet,Hayir,30 - 35,3.50 - 4.00,,Diğer,Sayisal,75 - 100,Hayir,Ilkokul,,,Ilkokul,,,2.0,Hayir,Hayir,,,,Evet,20.0
60.0,2014,1992.0,0.0,Evet,10728,Trabzon,Tekirdag,,Tekirdag Anadolu Lisesi,,Tekirdag,,,,Marketing club,"Bircok ulkede ve ayrica bizim ulkemizde dahil olmak uzere bircok gonullu calisma kampina katilip, bazilarinda ise kamp lideri oldum",Lise yillarinda katildigim bircok proje yarismasi buna yonelikti. Volvo advanture inovation ve Amerikan Konsoloslugunun duzenlemis oldugu sanal sirket kurmak uzerinden yuruyen bir proje yarismasi,,,55.3466,4.65343,No,Kadin,30 - 35,Devlet,Hayir,35 - 40,2.50 - 2.99,Hayir,Devlet,Sayisal,75 - 100,Hayir,Yuksek Lisans / Doktora,Evet,Kamu,Universite,Emekli,,1.0,Evet,Hayir,,Evet,Evet,,22.0
38.0,2020,1997.0,,,46135,Giresun,Sanliurfa,,Gazi Lise,,Istanbul,,,,,,E- ticaret yapmaya calisiyorum,,,38.5398,0.53983,No,Erkek,20 - 25,Devlet,Hayir,35 - 40,2.50 - 2.99,,Diğer,Esit Agirlik,75 - 100,Hayir,Egitimi yok,Hayir,,Ilkokul,Hayir,,2.0,Hayir,Evet,Diger,Hayir,Evet,Evet,23.0
10.0,2018,1995.0,,Hayir,35675,Ankara,Ankara,,Mobil anadolu lisesi,,Ankara,,,,,,,Orta,,12.1002,2.10019,No,Kadin,25 - 30,Devlet,Hayir,25 - 30,2.50 ve altı,Hayir,Devlet,Esit Agirlik,84-70,Evet,Universite,Emekli,,Universite,Emekli,,1.0,Hayir,Hayir,,Hayir,Hayir,Evet,23.0
26.0,2015,1994.0,0.0,Hayir,19263,Istanbul,Kutahya,,Soke Anadolu Ogretmen Lisesi,Gumusyaka Anadolu Lisesi,Istanbul,,,,IEEE,,,Baslangic,,28.1444,2.1444,No,Erkek,20 - 25,Devlet,Hayir,30 - 35,3.00 - 3.49,Hayir,Devlet,Sayisal,75 - 100,Hayir,Ilkokul,Hayir,,Ortaokul,Emekli,,1.0,Evet,Hayir,,Hayir,Hayir,Evet,21.0
33.0,2021,1999.0,,,55669,Ankara,Ankara,,Ozel Kizilay Final Temel Lisesi,,Ankara,,Odtu Gelistirme Vakfi Kizilay KYK (Kredi,ve uzeri,,,,,,21.5641,11.4359,No,Kadin,35 - 40,Devlet,Hayir,Diğer,2.50 - 2.99,,Ozel,Esit Agirlik,75 - 100,Evet,Lise,,,Universite,,,2.0,Hayir,Hayir,,,,Evet,22.0
19.0,2017,1998.0,,Hayir,28355,Istanbul,Ordu,,Ordu Final Temel Lisesi,,Ordu,,,,IEEE YTU,,,Orta,,19.6702,0.670175,No,Erkek,30 - 35,Devlet,Hayir,30 - 35,Hazırlığım,,Ozel,Sayisal,75 - 100,Hayir,Lise,Hayir,,Yuksek Lisans,Evet,Kamu,1.0,Evet,Hayir,,Hayir,Hayir,Evet,19.0
33.0,2020,2002.0,,,45474,Batman,Mus,,Saadet ucar Anadolu lisesi,,Batman,,,,,,,,,30.4247,2.57529,No,Erkek,15 - 20,Devlet,Hayir,20 - 25,3.00 - 3.49,,Diğer,Dil,75 - 100,Hayir,Ilkokul,Hayir,,Lise,Hayir,,1.0,Evet,Evet,Diger,Hayir,Hayir,Evet,Gelecekten
10.0,2020,2001.0,,,46822,Bursa,Istanbul,,Ahmet Erdem Anadolu Lisesi,,Bursa,,,,,,,,,12.005,2.00504,No,Kadin,25 - 30,Devlet,Hayir,30 - 35,3.00 - 3.49,,Diğer,Sayisal,75 - 100,Hayir,Universite,Hayir,,Universite,Evet,Ozel Sektor,2.0,,Evet,Diger,Hayir,Hayir,Hayir,19.0
15.0,2022,1999.0,,,64001,Diger,Bursa,,Ekim kiz enstitusu,,Diger,,,,,,,,,12.5249,2.47511,No,Kadin,25 - 30,Devlet,Hayir,30 - 35,1.80 - 2.49,,Devlet,Sayisal,75 - 100,Hayir,Universite,Hayir,,Universite,Hayir,,3.0,Hayir,Hayir,,Hayir,Hayir,Evet,23.0
36.0,2019,1998.0,,Hayir,37288,Isparta,Eskisehir,,Ahmet Melih Dogan Anadolu Lisesi,,Isparta,,,,,Losev,,Orta,,43.7048,7.70483,No,Kadin,25 - 30,Devlet,Hayir,35 - 40,3.00 - 3.49,Hayir,Devlet,Sayisal,75 - 100,Hayir,Ilkokul,Hayir,,Universite,Emekli,,1.0,Evet,Hayir,,Evet,Hayir,Evet,21.0
20.0,2021,2002.0,,,50707,Karabuk,Kocaeli,,Izmit Mesleki ve teknik Anadolu Lisesi,,Kocaeli,,,,,,,,,23.27,3.27004,No,Erkek,20 - 25,Devlet,Hayir,Diğer,2.50 - 2.99,,Devlet,Esit Agirlik,75 - 100,Hayir,Ilkokul,,,Lise,,Ozel Sektor,1.0,Hayir,Evet,Diger,,,Evet,19.0
10.0,2017,1996.0,,,27134,Kars,Izmir,,Izmir anadolu lisesi,,Izmir,,,,,,,,,10.6557,0.655693,No,Erkek,25 - 30,Devlet,Hayir,Diğer,2.50 - 2.99,,Devlet,Sayisal,84-70,,,,,,,,,,,,,,Hayir,21.0
51.0,2014,1995.0,0.0,Evet,14946,Bayburt,,,Can Ibrahim Bodur Anadolu Lisesi,,Canakkale/Can,,,,Radyo ve Televizyon,,,,,45.6603,5.33973,No,Kadin,25 - 30,Devlet,Hayir,30 - 35,3.00 - 3.49,Hayir,Devlet,Esit Agirlik,75 - 100,Hayir,Ilkokul,Hayir,,Universite,Evet,Kamu,3.0,Evet,Hayir,,Hayir,Hayir,,19.0
16.0,2019,2000.0,,Hayir,39453,Antalya,Izmir,,Karatay Anadolu Lisesi,,Antalya,,,,,,,Ileri,,30.4962,14.4962,No,Kadin,30 - 35,Devlet,Hayir,30 - 35,3.00 - 3.49,Hayir,Devlet,Dil,75 - 100,Hayir,Ortaokul,Hayir,,Ilkokul,Evet,Ozel Sektor,1.0,Hayir,Hayir,,Hayir,Hayir,Evet,19.0
43.0,2021,2000.0,45.0,,9331,Istanbul,Istanbul,,Cemberlitas Anadolu LISESI,,Istanbul,,T3 Vakfi,ve uzeri,,,,,,33.3597,9.64033,No,Erkek,20 - 25,Ozel,Evet,35 - 40,2.50 - 2.99,,Diğer,Sayisal,75 - 100,Evet,Lise,,,Universite,,,1.0,Hayir,Evet,Lider/Kaptan,,,Evet,21.0
9.0,2017,1997.0,,,33780,Agri,Giresun,,Ozel Inegol mozaik temel lisesi,,Bursa,,,,,,,,,10.4386,1.43862,No,Kadin,20 - 25,Devlet,Hayir,20 - 25,2.50 - 2.99,,Ozel,Sayisal,84-70,Hayir,,,,,,,,,,,,,Hayir,20.0
8.0,2019,1998.0,,Hayir,41324,Kocaeli,Duzce,,Bolu Anadolu Ogretmen Lisesi,,Bolu,,,,,,,Baslangic,,8.30997,0.30997,No,Erkek,25 - 30,Devlet,Hayir,20 - 25,2.50 ve altı,Hayir,Devlet,Esit Agirlik,84-70,Hayir,Ilkokul,Hayir,,Lise,Hayir,,0.0,Hayir,Hayir,,Hayir,Hayir,Evet,21.0
31.0,2019,1999.0,25.0,Evet,9895,Istanbul,Istanbul,,ECA Elginkan Anadolu Lisesi,,Istanbul,,Kredi Yurtlar Kurumu,,,,,Orta,,32.7004,1.70038,No,Kadin,30 - 35,Ozel,Evet,40 - 45,3.00 - 3.49,Hayir,Devlet,Sayisal,75 - 100,Evet,Lise,Emekli,,Lise,Evet,Ozel Sektor,1.0,Evet,Hayir,,Hayir,Hayir,Evet,20.0
56.0,2017,1997.0,,Evet,27976,Hatay,Istanbul,,Osmaniye Merkez Anadoly Lisesi,,Osmaniye,,Kredi ve Yurtlar Kurumu,,Yildiz Teknik Universitesi Kalite ve Verimlilik Kulubu,,,Ileri,,44.791,11.209,No,Kadin,30 - 35,Devlet,Hayir,35 - 40,3.00 - 3.49,,Devlet,Sayisal,75 - 100,Evet,Lise,Hayir,,Ilkokul,Emekli,,2.0,Evet,Evet,Lider/Kaptan,Hayir,Hayir,Evet,20.0
8.0,2022,2003.0,,,64668,Kayseri,Corum,,Ataturk Anadolu Lisesi,,Corum,,,,,,,,,8.74952,0.749524,No,Kadin,20 - 25,Devlet,Hayir,Diğer,Hazırlığım,,Devlet,Dil,75 - 100,Hayir,Universite,Evet,Kamu,Universite,Evet,Kamu,2.0,Hayir,Hayir,,Hayir,Hayir,Evet,19.0
18.0,2018,1997.0,,Hayir,35560,Istanbul,Istanbul,,ITO Anadolu teknik,,Istanbul,,,,Denetim kulubu,,,Orta,,27.4513,9.45134,No,Erkek,20 - 25,Devlet,Hayir,35 - 40,2.50 - 2.99,Hayir,Devlet,Sayisal,84-70,Hayir,Ilkokul,Hayir,,Ortaokul,Evet,Diger,2.0,Evet,Hayir,,Hayir,Evet,Evet,21.0
11.0,2019,1998.0,,Hayir,38498,Izmir,Manisa,,Sirinyer Anadolu Lisesi,,Izmir,,,,,,,Orta,,14.2673,3.26734,No,Kadin,20 - 25,Devlet,Hayir,30 - 35,2.50 - 2.99,Hayir,Devlet,Esit Agirlik,84-70,Hayir,Universite,Hayir,,Ilkokul,Evet,Ozel Sektor,1.0,Hayir,Hayir,,Hayir,Hayir,Evet,21.0
51.0,2020,1997.0,,,44867,Mersin,Istanbul,,Icel Anadolu Lisesi,,Mersin,,,,,"LOSEV , WWF",I,,,54.8209,3.82092,No,Kadin,35 - 40,Devlet,Hayir,30 - 35,1.80 - 2.49,,Diğer,Sayisal,75 - 100,Hayir,Lise,Hayir,,Universite,Evet,Ozel Sektor,0.0,Hayir,Evet,Diger,Evet,Evet,Evet,23.0
14.0,2015,1991.0,0.0,Hayir,21423,,Ankara,,,"NOTRE DAME COLLEGE,DHAKA,BANGLADES",,FEN,,,,,,Ileri,,18.0092,4.00917,No,Erkek,30 - 35,Devlet,Evet,30 - 35,2.50 - 2.99,Hayir,Devlet,,75 - 100,Hayir,Lise,Hayir,,Ortaokul,Evet,Diger,2.0,Hayir,Hayir,,Hayir,Hayir,Evet,24.0
18.0,2022,2000.0,,,63488,Edirne,Istanbul,,Acik Lise,,Karaman,,,,,,,,,24.7257,6.72573,No,Erkek,35 - 40,Ozel,Evet,30 - 35,2.50 - 2.99,,Devlet,Sayisal,75 - 100,Hayir,Lise,Hayir,,Universite,Evet,Ozel Sektor,1.0,Evet,Hayir,Bireysel Spor,Hayir,Hayir,Evet,22.0
35.0,2017,1996.0,100.0,Hayir,2380,Konya,Kayseri,,Hikmet Kiler Fen Lisesi,,Bitlis,,,,IEEE,,,Orta,,41.9689,6.96888,No,Erkek,35 - 40,Devlet,Evet,Diğer,3.00 - 4.00,,Devlet,Sayisal,84-70,Hayir,Lise,Hayir,,Doktora,Hayir,,1.0,Evet,Hayir,,Hayir,Evet,Evet,21.0
73.0,2015,1993.0,0.0,Evet,15662,Kirikkale,Erzurum,,Kirikkale Fen Lisesi,,Kirikkale,,,,Yeryuzu Doktorlari,Genc Yeryuzu Doktorlari,,Orta,,41.0515,31.9485,No,Erkek,20 - 25,Devlet,Hayir,30 - 35,3.00 - 4.00,Hayir,Devlet,Sayisal,75 - 100,Hayir,Ilkokul,Hayir,,Lise,Evet,Diger,2.0,Evet,Hayir,,Evet,Hayir,Evet,22.0
52.0,2017,1994.0,,Evet,32056,Diger,Mardin,,Mardin Lisesi,,Mardin,,Vakiflar genel mudurlugu,,Doga ile el ele,,,Orta,,49.9747,2.02528,No,Erkek,25 - 30,Devlet,Hayir,30 - 35,3.00 - 4.00,,Devlet,Esit Agirlik,84-70,Evet,Ilkokul,Hayir,,Lise,Evet,Diger,2.0,Evet,Hayir,,Evet,Evet,Evet,23.0
45.0,2021,2002.0,,,55299,Van,Sivas,,Sarkisla Anadolu Imam Hatip lisesi,,Sivas,,,,,,,,,41.6362,3.36377,No,Erkek,25 - 30,Devlet,Hayir,Diğer,3.00 - 3.49,,Diğer,Sayisal,50 - 74,Hayir,Egitimi yok,,,Ilkokul,,Diger,2.0,Evet,Evet,Diger,,,Evet,19.0
27.0,2017,1998.0,,Hayir,28954,Bursa,Istanbul,Hazirlik,kultur fen lisesi,,Bursa,,,,"IEEE,Girisimcilik kulubu",,,Orta,,32.7321,5.73209,No,Erkek,30 - 35,Devlet,Hayir,35 - 40,Hazırlığım,,Devlet,Sayisal,75 - 100,Hayir,Lise,Evet,Ozel Sektor,Lise,Evet,Ozel Sektor,0.0,Evet,Hayir,,Hayir,Evet,Evet,19.0
8.0,2019,1996.0,,Hayir,36998,Istanbul,Istanbul,,Turk Kizilay’i kartal Anadolu lisesi,,Istanbul,,,,,,,Orta,,16.8422,8.84222,No,Erkek,20 - 25,Devlet,Hayir,30 - 35,2.50 - 2.99,Hayir,Devlet,Sayisal,50 - 74,Hayir,Lise,Evet,Kamu,Lise,Emekli,,1.0,Hayir,Hayir,,Hayir,Hayir,Evet,23.0
44.0,2014,1991.0,0.0,Evet,12428,Uskudar,Izmir,,Kartal Yuksel Ilhan Alanyali Anadolu Ogretmen Lisesi,,Istanbul,,,,EMTEndustri Topluluklari Birligi ? DEU EMT Dokuz Eylul Endustri Muhendisligi Toplulugu ? EMTEndustri Topluluklari Birligi ? DEU EMT Dokuz Eylul Endustri Muhendisligi Toplulugu ? EMTEndustri Topluluklari Birligi ? DEU EMT Dokuz Eylul Endustri Muhend,,,,,32.4502,11.5498,No,Erkek,25 - 30,Devlet,Hayir,40 - 45,2.50 ve altı,Hayir,Devlet,Sayisal,75 - 100,Hayir,Lise,Hayir,,Lise,Evet,Ozel Sektor,2.0,Evet,Hayir,,Hayir,Hayir,,23.0
36.0,2014,1994.0,0.0,Evet,12779,SIVAS,Istanbul,,GEBZE ANIBAL ANAOLU LISESI,,KOCAELI,,,,,,,,,31.56,4.44,No,Kadin,30 - 35,Devlet,Evet,Diğer,3.00 - 3.49,Hayir,Devlet,Sayisal,75 - 100,Hayir,Ilkokul,Hayir,,Ilkokul,Evet,Ozel Sektor,3.0,Hayir,Hayir,,Hayir,Hayir,,20.0
60.0,2016,1995.0,,Evet,24527,Sakarya,Yalova,,Hendek anadolu lisesi,,Sakarya,,,,Yucek,,,Baslangic,,61.552,1.552,No,Erkek,45 - 50,Devlet,Hayir,30 - 35,2.50 - 2.99,Hayir,Devlet,Esit Agirlik,,Hayir,Egitimi yok,Hayir,,Ilkokul,Hayir,,5.0,Evet,Hayir,,Hayir,Hayir,Evet,21.0
19.0,2017,1995.0,,Hayir,32565,Bursa,Istanbul,,SUKRU SANKAYA ANADOLU LISESI,,Bursa,,,,,,,Orta,,20.5807,1.58072,No,Erkek,30 - 35,Devlet,Hayir,35 - 40,2.50 ve altı,,Devlet,Sayisal,84-70,Hayir,Lise,Hayir,,Ortaokul,Evet,Ozel Sektor,0.0,Hayir,Hayir,,Hayir,Evet,Evet,22.0
54.0,2015,1996.0,0.0,Evet,16148,Aydin,Izmir,,Izmir Kiz Lisesi,,Izmir,,,,TurkMSIC ve Ege Universitesi Cevre Toplulugu,,Halk sagligi ve sosyal sorumluluk projelerinde bulundum,Orta,,45.6665,8.33348,No,Kadin,30 - 35,Devlet,Hayir,35 - 40,,Hayir,Devlet,Sayisal,75 - 100,Hayir,Universite,Evet,Kamu,Universite,Hayir,,1.0,Evet,Evet,Diger,Hayir,Evet,Evet,19.0
47.0,2022,1999.0,,,58851,Siirt,Izmir,,Mersin 75. Yil Fen Lisesi,,Mersin,,KYK,,,Sokak hayvanlarina yardim ve kan bagisi ile ilgili kamuoyunu bilgilendirme konularinda faaliyetlerde bulundum,,,,39.9842,7.01579,No,Erkek,45 - 50,Devlet,Hayir,35 - 40,3.00 - 3.49,,Devlet,Sayisal,75 - 100,Evet,Egitimi yok,Hayir,,Ilkokul,Evet,Diger,3.0,Hayir,Evet,Takim Oyuncusu,Evet,Hayir,Evet,23.0
40.0,2020,1970.0,,,46846,Eskisehir,Mersin,,Eskisehir Ozel Yeni Cizgi Temel Lisesi,,Eskisehir,,,,,Herkes Icin Havacilik Dernegi,,,,48.5731,8.57307,No,Kadin,25 - 30,Devlet,Hayir,Diğer,2.50 - 2.99,,Ozel,Esit Agirlik,75 - 100,Hayir,Ortaokul,Hayir,,Ortaokul,Evet,Diger,2.0,Evet,Evet,,Evet,Hayir,Evet,Gelecekten
36.0,2014,1987.0,100.0,Evet,366,Mardin,Istanbul,,Namik Kemal Lisesi,,Diyarbakir,,,,Istanbul 29 Mayis Universitesi Gelisim Kulubu Kurucu uyesi ve Baskaniyim,,"Girisimcilik Alaninda 10 kisilik ekiple bir kitap olusturulduk, ve bu projenin kordinatoru olarak 2 konu uzerinden tez yazdim. Basari Notu : 89 4 uzerinden 3.5 :BA",,,31.7936,4.20642,No,Erkek,20 - 25,Ozel,Evet,30 - 35,3.00 - 3.49,Evet,Devlet,Esit Agirlik,75 - 100,Hayir,Egitimi yok,Hayir,Kamu,Ortaokul,Evet,Kamu,3.0,Evet,Hayir,,Hayir,Evet,,27.0
49.0,2017,1998.0,100.0,Hayir,2105,Usak,Istanbul,,Usak fen lisesi,,Usak,,Kyk,,"Bilum , tog",,,Orta,,58.1748,9.17475,No,Kadin,30 - 35,Ozel,Evet,Diğer,3.00 - 4.00,,Devlet,Sayisal,75 - 100,Evet,Ilkokul,Hayir,,Universite,Evet,Kamu,1.0,Evet,Hayir,,Evet,Evet,Evet,19.0
22.0,2015,1992.0,0.0,Evet,20194,Sakarya,Sivas,,Mithat Pasa Lisesi,,Sakarya,,,,,,Reklam yapamadigimizdan dolayi kapanan bir girisim oldu lakin bu girisimi aciklamak istemiyorum cunku tekrar hayata gecirmeyi dusunuyorum. Daha gelismis ve butceli bir sekilde,Baslangic,,15.5446,6.45542,No,Erkek,20 - 25,Devlet,Hayir,35 - 40,2.50 ve altı,Hayir,Devlet,Sayisal,75 - 100,Hayir,Ortaokul,Hayir,,Ilkokul,Emekli,,3.0,Hayir,Hayir,,Hayir,Evet,Evet,23.0
27.0,2017,1994.0,,Hayir,33512,Samsun,Samsun,,Anadolu Ticaret Meslek Lisesi,,Samsun,,,,Elitat,,,Baslangic,,36.55,9.55,No,Kadin,25 - 30,Devlet,Hayir,Diğer,2.50 ve altı,,Devlet,Sayisal,84-70,Hayir,Lise,Hayir,,Ortaokul,Evet,Kamu,1.0,Evet,Hayir,,Hayir,Evet,Evet,23.0
23.0,2021,2000.0,,,51071,Kayseri,Kayseri,,Ayhan Yildirim Anadolu Lisesi,,Kayseri,,,,,,,,,14.4952,8.50481,No,Erkek,25 - 30,Devlet,Hayir,40 - 45,3.00 - 3.49,,Diğer,Sayisal,75 - 100,Hayir,Ilkokul,,,Ilkokul,,Ozel Sektor,2.0,Hayir,Hayir,,,,Evet,21.0
36.0,2019,1999.0,,Evet,36016,Istanbul,Istanbul,,Gelenbevi Anadolu Lisesi,,Istanbul,,Kyk devlet bursu,,,,,Orta,,30.5012,5.49882,No,Kadin,25 - 30,Devlet,Hayir,Diğer,3.50 - 4.00,Hayir,Devlet,Esit Agirlik,75 - 100,Evet,Ortaokul,Hayir,,Ilkokul,Evet,Diger,2.0,Evet,Hayir,,Hayir,Evet,Evet,20.0
26.0,2015,1994.0,0.0,Hayir,19310,Trabzon,Istanbul,,,Sile Oya-Ali Osman Kececi Anadolu Ogretmen Lisesi,Istanbul,,Ilim Yayma Cemiyeti,TL,Uni-Ts Gtu,,,Orta,,28.609,2.60903,No,Erkek,25 - 30,Devlet,Hayir,30 - 35,2.50 ve altı,Hayir,Devlet,Sayisal,75 - 100,Evet,Ilkokul,Hayir,,Lise,Evet,Kamu,2.0,Evet,Hayir,,Hayir,Hayir,Evet,21.0
72.0,2020,1999.0,,,42567,Istanbul,Istanbul,,Bahcesehir Fen Bilimleri Anadolu Lisesi,,Istanbul,,,,,LOSEV,"Kadinlarin Elinden adli sosyal girisim projesinde yer aliyorum. Bu projede; yeni satis noktalari bulunmasi, sosyal medya icerik uretimi ve yeni yatirim projelerinin takip edilmesiyle ilgileniyorum. Bu deneyimimle, girisimin departmanlasma asamalarini, buyuyen bir girisimin karsilastigi zorluklari ve nasil asilabilecegini, satislarla ilgili iletisim asamalarini ogreniyorum",,,50.9159,21.0841,No,Kadin,40 - 45,Devlet,Hayir,40 - 45,3.00 - 3.49,,Ozel,Sayisal,75 - 100,Hayir,Ilkokul,Evet,Ozel Sektor,Ilkokul,Evet,Ozel Sektor,1.0,Hayir,Evet,,Evet,Evet,Evet,21.0
41.0,2020,2000.0,75.0,,5725,Istanbul,Hatay,,gumuspala mesleki teknik anadolu lisesi,,Istanbul,,,,,okuldaki kluplere uyeyim,,,,34.5402,6.45981,No,Kadin,25 - 30,Ozel,Evet,Diğer,3.00 - 3.49,,Devlet,Sayisal,75 - 100,Hayir,Ilkokul,Evet,Ozel Sektor,Ilkokul,Hayir,,2.0,Hayir,Evet,,Evet,Hayir,Evet,20.0
54.0,2015,1993.0,0.0,Hayir,16078,Adana,Yalova,,Mehmet Akif Ersoy Lisesi,,Adana,,,,Yalova Universitesi Bilisim Kulubu ve Kadin Girisimciler WOEN Kulubu,,,Orta,,52.6898,1.31019,No,Kadin,25 - 30,Devlet,Hayir,30 - 35,2.50 ve altı,Hayir,Devlet,Sayisal,75 - 100,Hayir,Ilkokul,Hayir,,Lise,Emekli,,3.0,Evet,Evet,Lider/Kaptan,Hayir,Hayir,Evet,22.0
62.0,2016,1997.0,,Evet,25234,Denizli,Istanbul,,Denizli Anadolu Lisesi,,Denizli,,,,,Uye degilim kendim yapmaya calisiyorum,,Orta,,59.5378,2.4622,No,Kadin,55 - 60,Devlet,Hayir,30 - 35,Hazırlığım,Hayir,Devlet,Esit Agirlik,,Hayir,Universite,Evet,Kamu,Universite,Evet,Kamu,2.0,Hayir,Hayir,,Evet,Evet,Evet,19.0
18.0,2015,1995.0,0.0,Evet,20935,Yozgat,Ankara,,Ankara degistir,Ankara ticaret meslek lisesi,Ankara,Muhasebe Finans,,,,,Girisimcilik adina referans belgem olup bir kac kezde girisimcilik konu altinda konferanslarda bulundum,,,11.0315,6.96847,No,Erkek,20 - 25,Devlet,Hayir,Diğer,,Hayir,Devlet,Sozel,50 - 74,Hayir,Ilkokul,Hayir,,Ilkokul,Evet,Diger,1.0,Hayir,Hayir,,Hayir,Evet,Hayir,20.0
26.0,2014,1993.0,0.0,Hayir,15266,ADANA,Adana,,Ismail Safa Ozler Anadolu Lisesi,,Adana,,,,ESN FIRAT,,,,,28.6063,2.60633,No,Erkek,20 - 25,Devlet,Hayir,30 - 35,2.50 - 2.99,Hayir,Devlet,Sayisal,75 - 100,Hayir,Ortaokul,Hayir,,Ilkokul,Emekli,,1.0,Evet,Hayir,,Hayir,Hayir,,21.0
